payment_id,loan_id,payment_date,due_amount,payment_amount,days_overdue,payment_status
900482,700097,2021-11-17,11873.38,11096.5,0,On Time
900483,700097,2022-02-05,23796.8,22507.03,24,Late
900484,700097,2022-04-20,29059.27,26659.71,0,On Time
900485,700097,2021-11-21,13330.34,12139.02,0,On Time
900486,700098,2021-10-07,15736.44,17729.22,0,On Time
900487,700098,2022-02-10,14692.84,12568.55,13,Late
900488,700098,2023-03-29,17538.71,19360.01,0,On Time
900489,700098,2023-03-16,11183.76,12375.21,0,On Time
900490,700098,2022-12-10,30925.19,31635.69,0,On Time
900491,700099,2021-06-13,38124.74,42137.61,9,Late
900492,700099,2021-01-08,6599.3,7516.93,0,On Time
900493,700099,2021-10-23,14505.73,15364.87,0,On Time
900494,700099,2020-12-26,7560.24,7069.64,0,On Time
900495,700099,2022-03-31,11173.72,11564.75,73,Severely Late
900496,700100,2024-06-24,19872.8,19178.51,0,On Time
900497,700100,2024-06-22,34425.65,31121.97,0,On Time
900498,700100,2025-05-10,22120.29,19852.73,0,On Time
900499,700100,2025-11-16,17322.93,15671.21,0,On Time
900500,700100,2025-01-04,23665.34,23187.83,20,Late
900501,700101,2027-05-11,19629.93,22408.97,0,On Time
900502,700101,2027-03-10,35140.19,37938.52,0,On Time
900503,700101,2026-10-16,12418.86,11441.72,0,On Time
900504,700101,2027-12-24,15021.03,16784.48,0,On Time
900505,700101,2027-02-26,22172.75,19718.91,0,On Time
900506,700102,2025-01-27,27039.77,27880.21,4,Late
900507,700102,2026-08-21,8212.72,8646.36,0,On Time
900508,700102,2026-11-26,9382.48,9844.72,0,On Time
900509,700102,2026-10-06,18094.85,17331.95,0,On Time
900510,700102,2025-11-16,20963.97,18234.78,0,On Time
900511,700103,2026-01-27,17066.96,14930.72,0,On Time
900512,700103,2027-01-04,12239.6,13762.88,0,On Time
900513,700103,2026-07-08,14861.67,12827.06,0,On Time
900514,700103,2027-01-30,26583.29,26943.31,0,On Time
900515,700103,2027-01-24,23744.76,25347.28,30,Late
900516,700104,2026-04-25,42728.08,43253.61,0,On Time
900517,700104,2026-12-10,30770.85,31266.7,0,On Time
900518,700104,2026-11-15,27454.96,28526.87,0,On Time
900519,700104,2027-02-27,11341.07,10926.57,0,On Time
900520,700104,2026-12-31,16408.21,18869.26,0,On Time
900521,700105,2022-09-13,10658.38,9066.94,0,On Time
900522,700105,2023-06-25,29009.27,27093.58,0,On Time
900523,700105,2021-06-17,39137.73,40457.0,0,On Time
900524,700105,2022-06-21,26399.15,29834.76,0,On Time
900525,700105,2023-02-04,8439.36,8788.79,0,On Time
900526,700106,2027-02-09,22100.87,19712.57,142,Severely Late
900527,700106,2027-06-26,15980.71,14607.58,0,On Time
900528,700106,2026-02-22,45526.65,44458.19,17,Late
900529,700106,2027-06-10,9406.73,8390.64,0,On Time
900530,700106,2026-05-06,15043.92,14905.31,0,On Time
900531,700107,2026-05-07,14675.74,12593.09,0,On Time
900532,700107,2026-11-24,11296.36,10116.91,0,On Time
900533,700107,2027-08-04,7929.59,7495.51,0,On Time
900534,700107,2026-10-30,21305.9,23887.1,0,On Time
900535,700107,2028-06-24,18471.3,16376.42,0,On Time
900536,700108,2022-12-11,18206.44,15782.37,0,On Time
900537,700108,2023-01-24,41121.05,36817.78,0,On Time
900538,700108,2022-06-09,16558.22,16121.74,0,On Time
900539,700108,2023-07-07,67451.64,69906.29,0,On Time
900540,700108,2022-09-22,14538.12,15379.76,0,On Time
900541,700109,2022-12-03,19708.07,20692.91,0,On Time
900542,700109,2022-12-22,18261.62,17083.9,0,On Time
900543,700109,2021-10-14,6221.1,5735.85,0,On Time
900544,700109,2022-09-07,10887.33,9423.56,0,On Time
900545,700109,2024-01-09,15858.49,14466.91,0,On Time
900546,700110,2026-01-05,28802.61,27586.48,0,On Time
900547,700110,2025-10-28,16628.95,18748.76,0,On Time
900548,700110,2027-10-07,22479.57,25725.34,0,On Time
900549,700110,2026-06-17,8530.77,9493.9,0,On Time
900550,700110,2027-04-12,28185.67,24646.39,0,On Time
900551,700111,2023-11-19,22423.53,20100.15,0,On Time
900552,700111,2025-04-17,38001.97,35773.47,12,Late
900553,700111,2024-01-07,36778.85,35975.4,14,Late
900554,700111,2025-10-11,19268.64,17006.02,0,On Time
900555,700111,2026-02-10,10428.19,10301.99,0,On Time
900556,700112,2026-01-21,34619.22,38025.42,0,On Time
900557,700112,2025-10-22,19802.69,19761.84,0,On Time
900558,700112,2027-09-10,15494.93,14914.58,0,On Time
900559,700112,2025-09-27,10522.59,10284.45,0,On Time
900560,700112,2027-11-02,47619.19,50685.69,0,On Time
900561,700113,2025-06-18,11991.92,13077.09,0,On Time
900562,700113,2023-04-03,24621.49,22632.47,18,Late
900563,700113,2024-10-12,34235.28,34171.12,0,On Time
900564,700113,2023-09-26,14973.41,13154.3,0,On Time
900565,700113,2024-05-30,14559.02,15458.74,0,On Time
900566,700114,2022-06-27,20250.75,18189.13,0,On Time
900567,700114,2021-05-24,17719.61,16892.16,8,Late
900568,700114,2021-01-28,13262.74,13691.97,0,On Time
900569,700114,2021-09-20,12266.65,11758.63,6,Late
900570,700114,2021-04-19,29612.08,27102.73,0,On Time
900571,700115,2025-11-18,24757.96,21983.38,0,On Time
900572,700115,2025-06-09,27751.62,25317.19,0,On Time
900573,700115,2026-03-21,17036.2,18978.54,26,Late
900574,700115,2025-06-07,4587.52,4110.7,0,On Time
900575,700115,2026-12-10,14817.0,13527.92,26,Late
900576,700116,2022-02-22,21427.09,23240.15,20,Late
900577,700116,2023-06-02,18124.03,12553.33,138,Severely Late
900578,700116,2023-04-16,10568.19,2485.07,147,Severely Late
900579,700116,2023-06-09,16621.46,15524.87,0,On Time
900580,700116,2023-03-28,18024.31,19313.08,0,On Time
900581,700117,2028-01-02,19229.95,20773.4,0,On Time
900582,700117,2027-07-04,18565.38,17789.03,0,On Time
900583,700117,2027-08-02,12782.59,11248.84,0,On Time
900584,700117,2027-11-13,7481.8,6880.84,0,On Time
900585,700117,2026-04-04,15777.56,15416.82,0,On Time
900586,700118,2027-05-28,13537.93,15459.75,3,Late
900587,700118,2027-01-16,13797.53,13899.22,0,On Time
900588,700118,2025-07-15,14000.07,14845.84,80,Severely Late
900589,700118,2026-09-05,20771.89,23495.05,0,On Time
900590,700118,2026-09-21,15119.09,16247.32,0,On Time
900591,700119,2023-06-02,16174.91,16970.02,25,Late
900592,700119,2021-07-09,19864.41,17254.26,0,On Time
900593,700119,2023-02-22,17254.18,3637.36,103,Severely Late
900594,700119,2022-11-01,32115.29,35987.26,0,On Time
900595,700119,2022-10-03,12601.11,13788.58,0,On Time
900596,700120,2024-03-22,22255.63,21120.07,0,On Time
900597,700120,2024-01-22,21634.63,22815.27,0,On Time
900598,700120,2022-06-28,12273.12,11060.03,24,Late
900599,700120,2023-03-30,19876.3,19002.58,0,On Time
900600,700120,2024-01-05,16955.67,19475.5,0,On Time
900601,700121,2026-01-27,21050.6,23902.52,0,On Time
900602,700121,2025-04-18,23414.71,25401.75,0,On Time
900603,700121,2026-12-13,11668.74,10728.74,0,On Time
900604,700121,2026-07-23,29061.68,28870.32,0,On Time
900605,700121,2026-09-23,14935.05,12911.43,0,On Time
900606,700122,2026-11-29,37448.72,39175.84,0,On Time
900607,700122,2027-05-11,29334.42,26323.98,0,On Time
900608,700122,2028-09-13,14911.19,16490.84,0,On Time
900609,700122,2028-05-02,22726.35,23972.29,0,On Time
900610,700122,2028-01-14,11069.1,9622.09,8,Late
900611,700123,2023-12-24,9531.4,8686.95,0,On Time
900612,700123,2023-07-24,15556.8,16097.47,0,On Time
900613,700123,2023-07-20,12312.94,11946.74,0,On Time
900614,700123,2023-03-02,26375.78,27920.14,0,On Time
900615,700123,2022-12-26,16737.89,14913.56,3,Late
900616,700124,2024-05-06,21885.72,20506.96,0,On Time
900617,700124,2025-05-23,20552.85,19544.98,28,Late
900618,700124,2023-07-10,23945.64,20978.66,0,On Time
900619,700124,2024-03-12,27279.89,27670.41,0,On Time
900620,700124,2024-12-25,9648.9,9185.43,8,Late
900621,700125,2026-06-12,24836.06,27267.87,27,Late
900622,700125,2027-07-24,18483.54,17957.03,0,On Time
900623,700125,2026-11-05,9246.62,9131.06,0,On Time
900624,700125,2025-12-04,12205.31,12993.13,0,On Time
900625,700125,2027-07-14,18802.37,16612.29,0,On Time
900626,700126,2025-04-01,10957.86,9314.48,0,On Time
900627,700126,2024-06-22,14197.05,16235.26,0,On Time
900628,700126,2025-08-23,14034.2,12223.03,0,On Time
900629,700126,2026-01-05,18966.11,17890.05,0,On Time
900630,700126,2026-07-01,14582.31,12560.06,0,On Time
900631,700127,2023-02-07,24346.27,25927.53,0,On Time
900632,700127,2024-04-06,22550.92,21529.0,0,On Time
900633,700127,2022-11-12,18329.14,17582.2,0,On Time
900634,700127,2023-03-29,24759.93,21386.26,0,On Time
900635,700127,2023-02-19,7762.07,8255.72,0,On Time
900636,700128,2022-01-23,20747.25,18951.96,0,On Time
900637,700128,2022-04-02,32690.92,32747.6,0,On Time
900638,700128,2021-12-15,38796.54,38645.78,0,On Time
900639,700128,2023-12-18,13230.01,14227.0,0,On Time
900640,700128,2023-02-14,15699.65,15301.33,0,On Time
900641,700129,2025-09-19,31530.91,34765.55,0,On Time
900642,700129,2024-06-02,11692.8,12639.35,0,On Time
900643,700129,2026-07-28,24868.48,23872.98,0,On Time
900644,700129,2024-04-13,11033.65,12160.44,0,On Time
900645,700129,2025-05-02,24683.48,21417.64,0,On Time
900646,700130,2023-11-21,27595.55,25215.27,0,On Time
900647,700130,2025-01-13,21166.27,20247.84,0,On Time
900648,700130,2023-11-28,19378.49,22239.28,0,On Time
900649,700130,2023-09-24,11716.96,12908.15,0,On Time
900650,700130,2025-04-29,10719.54,10044.81,0,On Time
900651,700131,2022-04-10,14042.51,10398.54,168,Severely Late
900652,700131,2021-09-20,6260.44,6464.74,0,On Time
900653,700131,2023-05-29,7769.93,7780.93,11,Late
900654,700131,2022-12-19,11757.15,5983.05,133,Severely Late
900655,700131,2023-04-18,14489.37,14696.62,0,On Time
900656,700132,2025-07-16,15156.36,15374.41,0,On Time
900657,700132,2024-12-31,15351.11,14683.71,15,Late
900658,700132,2024-09-08,17165.32,16085.61,0,On Time
900659,700132,2026-12-04,22226.49,20953.43,0,On Time
900660,700132,2026-11-12,9000.28,9950.42,0,On Time
900661,700133,2022-09-03,8159.42,8635.3,10,Late
900662,700133,2023-04-22,34599.43,39040.46,0,On Time
900663,700133,2024-02-24,32349.88,36993.24,0,On Time
900664,700133,2023-11-23,16752.64,18953.93,0,On Time
900665,700133,2024-01-20,10452.87,9432.03,0,On Time
900666,700134,2024-06-15,13395.39,14211.25,0,On Time
900667,700134,2024-07-18,28833.32,28889.86,0,On Time
900668,700134,2024-09-14,18717.95,17362.15,0,On Time
900669,700134,2025-03-05,9018.11,7976.92,0,On Time
900670,700134,2024-05-18,18661.62,18777.49,0,On Time
900671,700135,2024-04-08,26593.64,26030.39,0,On Time
900672,700135,2023-12-07,27437.09,26417.3,0,On Time
900673,700135,2022-01-27,24518.49,22562.61,0,On Time
900674,700135,2022-12-02,24467.34,24481.47,0,On Time
900675,700135,2022-07-24,14270.91,14732.63,0,On Time
900676,700136,2024-05-15,12754.28,13131.86,0,On Time
900677,700136,2024-11-08,15215.84,16160.13,0,On Time
900678,700136,2025-08-18,24325.65,21152.85,0,On Time
900679,700136,2025-11-29,8942.06,9409.67,0,On Time
900680,700136,2024-07-26,18391.58,16170.26,0,On Time
900681,700137,2021-08-18,32555.42,31365.52,0,On Time
900682,700137,2022-05-09,18853.02,18566.01,0,On Time
900683,700137,2020-11-26,45487.63,42054.65,0,On Time
900684,700137,2022-11-16,23111.46,24006.87,0,On Time
900685,700137,2021-08-13,19677.5,17021.93,0,On Time
900686,700138,2025-06-21,13142.37,11652.98,0,On Time
900687,700138,2026-08-27,12799.69,14522.1,0,On Time
900688,700138,2027-03-24,35237.03,36803.8,0,On Time
900689,700138,2027-03-11,11330.76,10386.69,0,On Time
900690,700138,2025-12-22,27529.76,28151.39,0,On Time
900691,700139,2022-08-15,15963.02,17762.38,0,On Time
900692,700139,2021-08-01,12886.05,14562.59,0,On Time
900693,700139,2022-02-17,35794.22,34216.23,0,On Time
900694,700139,2022-10-06,15443.79,14074.99,0,On Time
900695,700139,2022-09-24,21239.51,21309.3,0,On Time
900696,700140,2025-11-17,15000.57,13741.08,20,Late
900697,700140,2024-11-18,47726.05,49293.81,24,Late
900698,700140,2024-09-30,8098.82,7905.39,0,On Time
900699,700140,2026-07-05,14732.06,16909.87,0,On Time
900700,700140,2025-06-17,24343.24,24702.98,0,On Time
900701,700141,2026-07-30,35397.56,40674.21,30,Late
900702,700141,2026-02-05,38726.19,42217.6,0,On Time
900703,700141,2025-08-21,16484.91,17825.6,0,On Time
900704,700141,2027-10-14,17039.06,17849.82,0,On Time
900705,700141,2026-02-02,31369.48,31462.92,0,On Time
900706,700142,2027-08-17,20614.74,21815.14,0,On Time
900707,700142,2026-05-12,42700.53,43224.31,0,On Time
900708,700142,2028-03-04,11393.97,9936.34,0,On Time
900709,700142,2028-02-21,11124.9,12199.21,0,On Time
900710,700142,2027-04-29,28265.65,29637.26,20,Late
900711,700143,2027-01-25,14499.73,9554.16,179,Severely Late
900712,700143,2026-08-19,14870.24,16245.16,0,On Time
900713,700143,2024-12-18,24014.21,25747.18,0,On Time
900714,700143,2025-09-04,15868.15,18139.31,0,On Time
900715,700143,2025-09-23,14017.13,12173.7,0,On Time
900716,700144,2024-10-05,20216.87,17937.19,0,On Time
900717,700144,2022-10-27,17654.87,19011.87,0,On Time
900718,700144,2022-12-23,23859.82,23608.01,0,On Time
900719,700144,2022-08-31,21393.4,22695.11,0,On Time
900720,700144,2023-01-05,14936.05,15145.81,0,On Time
900721,700145,2022-08-11,25433.22,25846.84,0,On Time
900722,700145,2023-11-29,20640.64,19948.93,0,On Time
900723,700145,2023-12-19,32461.28,31354.99,0,On Time
900724,700145,2023-10-31,7179.18,7655.7,0,On Time
900725,700145,2023-04-22,30421.31,31056.39,23,Late
900726,700146,2023-05-18,31776.0,29972.57,0,On Time
900727,700146,2024-05-17,51283.23,49805.71,0,On Time
900728,700146,2023-10-10,18038.52,16740.23,0,On Time
900729,700146,2023-07-28,9562.62,8611.69,0,On Time
900730,700146,2024-07-04,24556.22,25226.52,0,On Time
900731,700147,2025-03-08,22693.97,25720.45,0,On Time
900732,700147,2025-08-23,37993.21,39104.56,0,On Time
900733,700147,2024-10-13,27024.08,24049.79,0,On Time
900734,700147,2025-11-21,24965.24,28019.89,0,On Time
900735,700147,2025-07-30,21543.9,21292.98,0,On Time
900736,700148,2026-07-01,9792.74,10734.31,0,On Time
900737,700148,2026-12-03,15359.68,13944.54,29,Late
900738,700148,2026-10-30,24167.55,24453.27,0,On Time
900739,700148,2024-10-23,17787.81,20171.22,0,On Time
900740,700148,2026-12-30,16186.16,16608.0,0,On Time
900741,700149,2026-04-28,34327.77,32415.67,0,On Time
900742,700149,2026-08-15,9771.97,2797.84,98,Severely Late
900743,700149,2028-01-23,16125.92,14159.13,0,On Time
900744,700149,2027-10-07,32918.12,31177.65,15,Late
900745,700149,2027-10-10,24955.57,28077.58,0,On Time
900746,700150,2026-11-25,29712.6,31141.04,0,On Time
900747,700150,2024-09-20,32319.85,29727.34,0,On Time
900748,700150,2025-07-21,11807.57,10293.76,0,On Time
900749,700150,2025-09-11,49534.21,43277.27,0,On Time
900750,700150,2025-05-18,21390.27,19977.69,0,On Time
900751,700151,2022-02-06,14483.57,15299.74,0,On Time
900752,700151,2022-04-10,32452.55,29626.11,0,On Time
900753,700151,2021-07-12,14944.85,14633.97,0,On Time
900754,700151,2021-07-19,22171.03,19786.17,0,On Time
900755,700151,2022-08-26,21785.39,18892.56,6,Late
900756,700152,2027-03-05,22614.73,22226.95,0,On Time
900757,700152,2027-07-02,13459.9,13086.32,22,Late
900758,700152,2026-07-21,20886.28,18052.43,0,On Time
900759,700152,2027-07-10,14099.45,15090.72,0,On Time
900760,700152,2027-08-24,13421.58,14600.15,0,On Time
900761,700153,2026-11-27,16236.7,18272.86,0,On Time
900762,700153,2026-01-12,18864.8,18148.38,19,Late
900763,700153,2026-11-06,14367.38,15780.74,0,On Time
900764,700153,2027-06-02,21312.53,19949.83,0,On Time
900765,700153,2025-12-22,21567.39,23350.69,0,On Time
900766,700154,2024-03-18,22333.8,19453.6,14,Late
900767,700154,2024-07-03,19433.67,17383.04,0,On Time
900768,700154,2024-11-29,34717.51,39077.73,0,On Time
900769,700154,2025-07-20,19882.62,22103.11,0,On Time
900770,700154,2024-06-30,10520.63,8964.59,0,On Time
900771,700155,2022-06-01,22708.5,25001.3,0,On Time
900772,700155,2021-03-07,25140.03,25418.92,0,On Time
900773,700155,2021-07-04,18194.04,17434.24,0,On Time
900774,700155,2022-01-31,9666.47,8979.93,0,On Time
900775,700155,2022-07-11,16164.06,18407.44,20,Late
900776,700156,2025-02-23,17570.44,19203.77,77,Severely Late
900777,700156,2024-01-23,25188.01,24555.93,0,On Time
900778,700156,2024-10-31,19603.37,18062.52,0,On Time
900779,700156,2024-06-06,17468.28,17916.82,0,On Time
900780,700156,2025-03-28,17407.75,16366.89,14,Late
900781,700157,2023-07-24,36940.5,37342.61,0,On Time
900782,700157,2023-08-20,18023.55,16317.56,0,On Time
900783,700157,2024-05-08,39773.29,36153.42,0,On Time
900784,700157,2022-11-28,10912.33,10903.49,0,On Time
900785,700157,2023-02-14,24761.72,28187.79,0,On Time
900786,700158,2024-09-18,22448.12,24893.96,0,On Time
900787,700158,2025-02-21,16382.87,16995.92,0,On Time
900788,700158,2024-01-04,15923.98,15138.71,0,On Time
900789,700158,2025-03-05,12562.39,14075.83,0,On Time
900790,700158,2026-01-01,20249.61,21099.83,0,On Time
900791,700159,2024-12-02,16121.56,14924.54,0,On Time
900792,700159,2024-05-12,10579.14,10521.48,0,On Time
900793,700159,2025-11-14,33089.99,35716.57,0,On Time
900794,700159,2024-11-13,9209.94,10117.89,0,On Time
900795,700159,2024-06-08,8613.04,8312.28,0,On Time
900796,700160,2023-01-19,21761.53,20008.36,0,On Time
900797,700160,2022-02-14,19451.24,20878.87,0,On Time
900798,700160,2023-07-26,18344.24,15755.01,70,Severely Late
900799,700160,2021-12-23,14366.34,9951.5,152,Severely Late
900800,700160,2023-03-29,6386.02,6787.49,83,Severely Late
900801,700161,2022-05-19,19760.6,20012.68,0,On Time
900802,700161,2022-07-14,15400.75,15456.85,0,On Time
900803,700161,2023-04-10,24709.29,26624.21,0,On Time
900804,700161,2023-08-24,15173.06,14340.53,7,Late
900805,700161,2022-03-28,27211.06,28587.96,0,On Time
900806,700162,2022-02-23,25082.24,23756.36,3,Late
900807,700162,2020-10-20,36594.04,39434.19,0,On Time
900808,700162,2021-02-15,35382.18,30291.58,0,On Time
900809,700162,2021-06-13,21685.36,21987.77,0,On Time
900810,700162,2021-06-07,20666.05,22584.45,0,On Time
900811,700163,2022-11-01,17894.61,16925.86,0,On Time
900812,700163,2021-10-19,23856.1,23014.26,0,On Time
900813,700163,2023-04-28,30234.71,29190.04,0,On Time
900814,700163,2022-06-03,28236.16,31447.57,0,On Time
900815,700163,2022-01-12,20708.17,22838.58,26,Late
900816,700164,2021-07-22,14675.04,13094.69,11,Late
900817,700164,2020-12-08,14685.6,13209.75,0,On Time
900818,700164,2021-08-11,10835.01,11582.75,0,On Time
900819,700164,2020-10-21,6229.45,6706.95,0,On Time
900820,700164,2021-10-04,11029.27,11121.05,16,Late
900821,700165,2027-08-03,16660.1,14189.58,0,On Time
900822,700165,2026-08-12,23050.03,23564.29,0,On Time
900823,700165,2028-03-25,22231.64,5582.46,122,Severely Late
900824,700165,2026-09-23,8957.13,8309.93,0,On Time
900825,700165,2027-01-24,13490.38,13764.93,0,On Time
900826,700166,2023-01-17,28418.32,32571.39,0,On Time
900827,700166,2022-02-27,17322.73,19019.71,0,On Time
900828,700166,2022-08-21,18397.88,16308.19,0,On Time
900829,700166,2022-04-01,31735.4,31309.57,0,On Time
900830,700166,2021-07-08,16414.68,18693.46,0,On Time
900831,700167,2020-10-26,27759.78,27127.99,30,Late
900832,700167,2022-03-27,37341.86,36374.55,0,On Time
900833,700167,2022-05-06,15760.14,16552.79,0,On Time
900834,700167,2022-08-27,34647.82,30446.56,0,On Time
900835,700167,2021-02-15,37825.12,33350.85,0,On Time
900836,700168,2025-01-22,18486.63,17484.55,0,On Time
900837,700168,2025-12-14,10148.31,9428.47,0,On Time
900838,700168,2025-08-23,36331.06,33827.43,0,On Time
900839,700168,2025-12-30,26060.66,28174.77,0,On Time
900840,700168,2026-06-16,24377.87,26536.22,0,On Time
900841,700169,2025-08-13,13721.36,14796.89,0,On Time
900842,700169,2026-10-29,34648.45,30174.55,0,On Time
900843,700169,2027-04-18,12318.03,11476.73,0,On Time
900844,700169,2027-01-15,18186.61,16313.2,2,Late
900845,700169,2025-08-09,13878.75,14824.71,0,On Time
900846,700170,2023-12-14,22241.07,24505.02,0,On Time
900847,700170,2022-08-30,21589.64,19470.71,15,Late
900848,700170,2023-06-09,12504.44,13956.55,0,On Time
900849,700170,2022-06-24,35114.36,38975.28,0,On Time
900850,700170,2022-10-17,9097.25,7783.41,24,Late
900851,700171,2024-09-08,28751.46,29182.02,0,On Time
900852,700171,2025-01-07,10526.69,9819.79,0,On Time
900853,700171,2023-10-23,17928.9,18284.29,0,On Time
900854,700171,2025-04-21,9159.07,9176.79,0,On Time
900855,700171,2023-06-18,14386.96,12335.93,0,On Time
900856,700172,2028-09-21,36813.58,36758.31,0,On Time
