loan_id,customer_id,branch_id,loan_type,loan_amount,interest_rate,tenure_months,loan_date,maturity_date,loan_status,outstanding_amount,default_flag
700294,100388,25,Home,4481426.25,10.43,36,2024-08-27,2027-08-12,Active,2724503.43,0
700295,109981,1,Personal,454174.85,13.46,48,2021-06-07,2025-05-17,Active,114518.72,0
700296,103727,18,Home,1045862.13,7.45,12,2024-12-07,2025-12-02,Closed,0.0,0
700297,106853,17,Business,1872444.98,11.1,240,2021-02-17,2040-11-04,Closed,0.0,0
700298,103629,39,Personal,310463.62,8.47,84,2025-11-21,2032-10-15,Active,280913.94,0
700299,102731,36,Personal,213978.54,13.11,36,2026-08-06,2029-07-21,Active,65821.86,0
700300,108568,10,Auto,410094.6,8.82,36,2024-07-08,2027-06-23,Prepaid,0.0,0
700301,102041,4,Business,1030641.07,12.58,120,2025-03-02,2035-01-09,Closed,0.0,0
700302,105259,8,Home,5385324.21,9.25,36,2024-08-11,2027-07-27,Active,3231728.56,0
700303,100740,4,Education,381963.44,6.06,36,2022-12-28,2025-12-12,Prepaid,0.0,0
700304,104062,19,Personal,248000.29,12.32,180,2026-08-05,2041-05-18,Prepaid,0.0,0
700305,104386,8,Personal,221574.63,11.62,36,2021-07-21,2024-07-05,Active,43704.35,0
700306,101481,36,Home,3540738.29,6.42,60,2020-11-05,2025-10-10,Closed,0.0,0
700307,108942,8,Gold,247662.27,8.24,84,2022-06-21,2029-05-15,Active,151439.76,0
700308,109047,22,Personal,175610.29,12.77,240,2023-06-28,2043-03-15,Active,130359.56,0
700309,109023,14,Personal,433848.12,13.91,12,2025-07-25,2026-07-20,Closed,0.0,0
700310,109751,38,Personal,198949.38,13.12,48,2023-02-22,2027-02-01,Active,132580.26,0
700311,100615,16,Home,4266115.23,9.02,36,2020-06-11,2023-05-27,Closed,0.0,0
700312,105108,3,Auto,909024.94,10.07,36,2020-12-03,2023-11-18,Default,731273.88,1
700313,106666,25,Home,2433943.85,9.09,12,2026-07-14,2027-07-09,Active,1402521.33,0
700314,102015,11,Education,798442.89,9.01,36,2020-04-13,2023-03-29,Active,485000.25,0
700315,100454,32,Personal,184502.21,13.1,84,2024-09-07,2031-08-02,Active,97938.62,0
700316,103198,9,Personal,378110.34,10.2,60,2021-05-16,2026-04-20,Active,56764.45,0
700317,108154,7,Business,1340209.59,12.37,84,2024-08-31,2031-07-26,Active,1077456.4,0
700318,100924,23,Gold,255868.09,10.48,12,2023-05-25,2024-05-19,Closed,0.0,0
700319,102217,27,Home,1717265.93,7.9,48,2023-06-08,2027-05-18,Active,731857.53,0
700320,102078,4,Personal,232915.05,11.72,36,2020-11-30,2023-11-15,Active,166932.59,0
700321,109398,38,Auto,772245.17,8.66,48,2025-10-22,2029-10-01,Active,645188.65,0
700322,106212,7,Personal,326940.87,10.94,240,2026-06-22,2046-03-09,Prepaid,0.0,0
700323,102325,33,Auto,661228.83,10.29,12,2025-12-28,2026-12-23,Active,576811.84,0
700324,106623,22,Business,1705102.12,11.63,36,2026-01-03,2028-12-18,Active,1248038.3,0
700325,103594,19,Education,477196.56,5.68,36,2022-01-13,2024-12-28,Active,429502.95,0
700326,109978,26,Auto,846831.69,10.44,36,2025-07-25,2028-07-09,Closed,0.0,0
700327,107645,32,Home,2719422.38,11.49,36,2021-01-31,2024-01-16,Closed,0.0,0
700328,106332,19,Personal,159598.57,12.38,48,2020-08-04,2024-07-14,Default,77729.49,1
700329,107095,19,Business,2450843.85,7.53,84,2023-09-11,2030-08-05,Active,1360782.36,0
700330,101812,32,Gold,121982.68,12.92,60,2023-04-15,2028-03-19,Active,69014.05,0
700331,105059,31,Business,2060072.8,11.84,36,2025-06-15,2028-05-30,Active,664086.36,0
700332,106313,6,Auto,661687.76,11.87,24,2023-04-11,2025-03-31,Closed,0.0,0
700333,100411,40,Home,3387790.16,6.87,120,2023-05-16,2033-03-24,Closed,0.0,0
700334,104717,16,Gold,321512.69,11.92,12,2024-06-09,2025-06-04,Active,201590.58,0
700335,106446,9,Home,1951884.08,,36,2022-11-06,2025-10-21,Active,1535564.39,0
700336,104717,22,Personal,233476.63,13.48,12,2022-08-16,2023-08-11,Prepaid,0.0,0
700337,105988,37,Home,2447992.22,7.62,24,2020-12-09,2022-11-29,Active,2209801.29,0
700338,100781,14,Personal,481549.94,11.19,24,2022-10-25,2024-10-14,Active,451252.57,0
700339,101788,19,Business,1891308.39,12.05,60,2025-09-04,2030-08-09,Closed,0.0,0
700340,103869,31,Education,415595.8,6.64,60,2024-03-06,2029-02-08,Prepaid,0.0,0
700341,101306,12,Personal,504777.34,9.2,24,2020-07-07,2022-06-27,Active,134628.26,0
700342,105996,14,Gold,432103.73,9.82,36,2023-11-05,2026-10-20,Closed,0.0,0
700343,106936,6,Personal,349641.19,12.44,180,2022-09-10,2037-06-23,Active,166328.58,0
700344,102330,29,Auto,861759.78,8.51,84,2023-04-04,2030-02-26,Active,466707.44,0
700345,105744,9,Auto,397590.11,8.8,240,2020-08-23,2040-05-10,Closed,0.0,0
700346,109187,33,Education,749056.39,6.18,120,2020-07-09,2030-05-18,Active,645632.96,0
700347,101864,1,Home,1736339.24,8.86,60,2021-07-21,2026-06-25,Active,1046905.2,0
700348,107954,9,Home,3333879.99,8.1,48,2022-10-17,2026-09-26,Closed,0.0,0
700349,106814,22,Education,826423.79,7.06,84,2025-03-08,2032-01-31,Closed,0.0,0
700350,103744,35,Home,1761509.83,9.81,180,2023-11-12,2038-08-25,Active,852651.03,0
700351,100367,24,Personal,353531.33,12.9,36,2025-09-05,2028-08-20,Closed,0.0,0
700352,106382,8,Personal,240936.03,13.63,12,2021-03-28,2022-03-23,Active,149639.43,0
700353,108897,19,Gold,625082.08,10.63,12,2023-11-04,2024-10-29,Closed,0.0,0
700354,109294,25,Gold,354901.48,8.08,48,2025-03-29,2029-03-08,Active,81818.05,0
700355,101688,31,Home,2863405.64,8.99,240,2024-05-24,2044-02-09,Default,1116444.94,1
700356,108535,26,Education,184111.89,9.39,60,2020-10-21,2025-09-25,Prepaid,0.0,0
700357,105125,18,Personal,173813.01,12.87,48,2023-09-17,2027-08-27,Active,38848.74,0
700358,109621,20,Education,506311.72,8.12,36,2021-08-02,2024-07-17,Active,282437.07,0
700359,102608,39,Education,307503.47,6.84,36,2026-02-06,2029-01-21,Active,74641.68,0
700360,105437,5,Gold,344875.38,9.45,60,2021-01-08,2025-12-13,Closed,0.0,0
700361,102197,22,Personal,469894.99,10.95,120,2020-01-21,2029-11-29,Closed,0.0,0
700362,107158,6,Education,419401.66,7.64,120,2024-04-26,2034-03-05,Active,258678.92,0
700363,105437,18,Personal,180517.91,10.52,48,2020-10-30,2024-10-09,Active,155003.46,0
700364,102518,15,Home,3219035.5,8.24,240,2022-11-17,2042-08-04,Prepaid,0.0,0
700365,103195,30,Auto,1057315.38,7.92,12,2024-07-17,2025-07-12,Active,693353.98,0
700366,105651,1,Personal,162786.12,13.67,36,2024-10-02,2027-09-17,Active,117840.86,0
700367,101702,4,Personal,484351.14,11.62,36,2020-07-12,2023-06-27,Active,197554.96,0
700368,108656,3,Education,526452.26,8.85,24,2022-07-30,2024-07-19,Prepaid,0.0,0
700369,103849,21,Home,2731992.88,9.73,240,2025-07-05,2045-03-22,Closed,0.0,0
700370,106434,18,Home,5810523.67,8.43,48,2023-02-25,2027-02-04,Closed,0.0,0
700371,105977,23,Personal,505127.83,11.62,84,2021-06-23,2028-05-17,Active,413697.0,0
700372,103267,15,Business,1927898.53,11.72,60,2026-05-07,2031-04-11,Active,315203.77,0
700373,104917,11,Business,926673.48,10.47,120,2020-01-06,2029-11-14,Active,430782.47,0
700374,104702,2,Gold,97634.09,9.78,120,2022-09-15,2032-07-24,Active,29259.56,0
700375,106783,6,Business,1597551.85,10.96,36,2021-06-02,2024-05-17,Active,944608.17,0
700376,108338,14,Personal,287143.33,13.41,60,2022-10-25,2027-09-29,Closed,0.0,0
700377,101366,4,Home,2246811.87,7.59,240,2022-02-23,2041-11-10,Active,1736229.29,0
700378,106777,6,Home,1774939.41,8.7,48,2025-01-05,2028-12-15,Active,1162135.97,0
700379,109340,40,Personal,344188.85,12.76,36,2024-06-29,2027-06-14,Default,118163.58,1
700380,109175,18,Home,1937549.12,5.91,60,2024-01-10,2028-12-14,Closed,0.0,0
700381,103212,23,Personal,235803.09,11.22,12,2023-02-25,2024-02-20,Active,194886.02,0
700382,104973,40,Business,3605189.96,13.4,36,2025-12-03,2028-11-17,Active,1477530.66,0
700383,101905,1,Auto,732127.75,8.88,84,2022-10-12,2029-09-05,Prepaid,0.0,0
700384,102769,6,Gold,298205.12,9.45,24,2023-08-10,2025-07-30,Active,117760.58,0
700385,100748,1,Auto,291585.46,8.93,36,2022-12-05,2025-11-19,Active,255307.22,0
700386,104445,39,Home,1927902.46,7.93,60,2021-06-29,2026-06-03,Active,516807.71,0
700387,109499,22,Home,2119607.74,8.7,120,2022-12-12,2032-10-20,Prepaid,0.0,0
700388,103843,8,Personal,193078.15,11.16,48,2023-05-05,2027-04-14,Active,165236.15,0
700389,109499,25,Personal,239715.69,12.98,48,2025-10-11,2029-09-20,Active,61980.01,0
700390,102070,34,Business,734009.22,10.87,24,2025-07-26,2027-07-16,Active,114153.71,0
700391,106017,28,Personal,227305.52,14.05,36,2024-03-17,2027-03-02,Prepaid,0.0,0
700392,109126,27,Business,2289799.45,11.97,120,2025-11-07,2035-09-16,Active,824518.06,0
700393,100740,2,Home,6532358.95,8.42,36,2024-04-10,2027-03-26,Active,2409320.91,0
700394,109298,11,Personal,409850.03,14.78,12,2024-05-10,2025-05-05,Active,356200.13,0
700395,100322,10,Business,2959453.61,11.58,48,2020-03-20,2024-02-28,Active,1980795.25,0
700396,105335,17,Home,1893008.43,9.72,36,2026-05-26,2029-05-10,Closed,0.0,0
700397,105979,5,Business,2660535.29,9.14,36,2022-03-27,2025-03-11,Prepaid,0.0,0
700398,100592,25,Gold,289982.89,10.65,12,2022-05-21,2023-05-16,Active,146182.18,0
700399,107170,16,Auto,1298610.48,9.42,24,2025-05-23,2027-05-13,Active,677227.06,0
700400,108230,16,Home,3060666.79,9.45,60,2020-11-09,2025-10-14,Closed,0.0,0
700401,108789,4,Home,1841978.77,10.14,36,2020-05-01,2023-04-16,Active,1253098.37,0
700402,109683,5,Home,1047537.24,8.04,120,2023-07-07,2033-05-15,Active,480486.71,0
700403,109767,12,Home,3364270.16,8.16,240,2022-08-09,2042-04-26,Active,1393791.64,0
700404,100179,31,Business,2202523.53,9.09,12,2023-01-06,2024-01-01,Closed,0.0,0
700405,108410,40,Home,3967396.43,11.77,36,2020-05-26,2023-05-11,Active,3393199.16,0
700406,104919,33,Personal,306553.31,10.61,24,2022-05-26,2024-05-15,Active,105681.77,0
700407,105823,30,Auto,291876.33,10.59,60,2021-04-16,2026-03-21,Closed,0.0,0
700408,106832,34,Auto,567497.87,10.87,36,2022-03-02,2025-02-14,Active,398184.18,0
700409,106220,6,Personal,222877.63,10.67,60,2024-04-24,2029-03-29,Active,205855.72,0
700410,106150,22,Auto,816089.86,8.7,24,2026-08-16,2028-08-05,Active,590767.08,0
700411,107244,34,Personal,425874.06,14.21,240,2021-03-08,2040-11-23,Active,151434.44,0
700412,104118,7,Education,322062.12,7.46,180,2022-07-15,2037-04-27,Closed,0.0,0
700413,108770,31,Personal,412121.79,11.26,240,2020-05-01,2040-01-17,Active,67127.26,0
700414,102193,25,Home,3152815.21,8.1,180,2022-11-05,2037-08-18,Active,2655955.95,0
700415,104816,27,Personal,304393.49,13.22,180,2022-05-28,2037-03-10,Active,155068.36,0
700416,103045,17,Home,928427.63,6.05,84,2024-09-16,2031-08-11,Default,226990.56,1
700417,102954,23,Home,611771.93,10.23,60,2022-08-05,2027-07-10,Active,465886.53,0
700418,104068,20,Personal,189617.71,13.15,240,2021-01-01,2040-09-18,Active,116441.97,0
700419,102955,5,Personal,154251.96,13.61,60,2020-05-12,2025-04-16,Active,72490.42,0
700420,107069,12,Gold,353718.45,10.47,60,2023-12-04,2028-11-07,Active,104883.06,0
700421,104368,26,Auto,353966.49,8.98,48,2020-01-08,2023-12-18,Active,333640.7,0
700422,104317,7,Auto,844329.76,8.32,240,2021-08-05,2041-04-22,Active,280972.7,0
700423,100700,35,Auto,905608.93,13.35,120,2026-01-23,2035-12-02,Active,842563.62,0
700424,108523,20,Education,1432039.08,8.07,36,2020-01-07,2022-12-22,Active,318022.04,0
700425,109271,23,Personal,136867.88,13.07,180,2021-05-04,2036-02-15,Active,128599.71,0
700426,104538,34,Personal,166669.1,11.83,36,2021-05-20,2024-05-04,Closed,0.0,0
700427,101025,30,Gold,199512.21,9.28,180,2021-08-28,2036-06-10,Closed,0.0,0
700428,102097,20,Home,2593959.23,9.8,180,2021-04-07,2036-01-19,Closed,0.0,0
700429,104333,19,Auto,1281545.04,11.41,60,2025-09-25,2030-08-30,Closed,0.0,0
700430,104608,38,Home,2069757.99,7.15,36,2025-06-10,2028-05-25,Active,763166.76,0
700431,108469,31,Home,10137604.23,7.85,48,2023-09-30,2027-09-09,Active,8414943.29,0
700432,103662,18,Auto,910972.6,7.14,12,2022-07-11,2023-07-06,Active,292308.13,0
700433,108563,26,Home,1707158.04,5.5,180,2024-07-07,2039-04-20,Active,389352.78,0
700434,108366,9,Personal,422963.22,13.5,120,2024-12-16,2034-10-25,Prepaid,0.0,0
700435,101157,39,Auto,510190.35,9.41,60,2021-04-02,2026-03-07,Closed,0.0,0
700436,101390,12,Personal,141228.72,,60,2025-06-28,2030-06-02,Active,44164.38,0
700437,104423,24,Personal,279351.05,13.55,240,2024-06-13,2044-02-29,Active,109175.99,0
700438,108401,8,Home,2130576.08,9.39,84,2021-02-24,2028-01-19,Active,1319543.29,0
700439,104185,36,Home,4901566.7,9.26,48,2023-09-01,2027-08-11,Active,1882991.53,0
700440,107738,33,Education,719639.63,6.95,60,2021-10-24,2026-09-28,Active,217765.74,0
700441,109676,18,Auto,464654.95,13.34,48,2022-06-07,2026-05-17,Active,385087.47,0
700442,105601,24,Auto,1299189.18,8.52,24,2023-11-03,2025-10-23,Closed,0.0,0
700443,109392,23,Home,1673840.08,6.71,84,2022-01-03,2028-11-27,Closed,0.0,0
700444,105329,10,Personal,232973.44,12.1,84,2020-06-22,2027-05-17,Active,215456.87,0
700445,100126,11,Home,2848406.81,7.84,48,2021-11-25,2025-11-04,Closed,0.0,0
700446,103055,32,Gold,110736.35,8.87,60,2020-01-29,2025-01-02,Active,33693.58,0
700447,109560,31,Education,648761.75,9.21,180,2023-10-07,2038-07-20,Active,136147.06,0
700448,103400,5,Gold,143832.97,6.98,36,2022-12-01,2025-11-15,Active,86580.11,0
700449,103176,32,Business,1067204.83,12.35,180,2025-11-19,2040-09-01,Prepaid,0.0,0
700450,104315,16,Education,326517.26,8.71,120,2024-10-24,2034-09-02,Active,195913.13,0
700451,101485,25,Business,1787294.53,11.8,84,2025-01-21,2031-12-16,Active,1172130.97,0
700452,101153,5,Business,797144.99,15.13,48,2025-06-07,2029-05-17,Active,552347.12,0
700453,104354,8,Gold,272408.1,11.41,24,2021-05-01,2023-04-21,Prepaid,0.0,0
700454,101194,27,Education,1130401.0,10.52,120,2025-11-01,2035-09-10,Active,302493.8,0
700455,100104,29,Home,2285416.13,9.25,24,2023-04-06,2025-03-26,Closed,0.0,0
700456,109585,27,Education,852570.02,6.0,36,2026-05-01,2029-04-15,Prepaid,0.0,0
700457,104762,9,Auto,574696.91,9.43,60,2024-12-28,2029-12-02,Prepaid,0.0,0
700458,103026,30,Personal,221951.37,10.98,24,2026-08-29,2028-08-18,Closed,0.0,0
700459,102093,33,Home,2334533.31,10.26,180,2026-03-15,2040-12-26,Active,1262814.1,0
700460,105572,40,Personal,212375.96,11.99,60,2024-03-06,2029-02-08,Prepaid,0.0,0
700461,102819,4,Personal,246344.21,10.91,180,2024-07-20,2039-05-03,Active,187574.54,0
700462,102664,3,Personal,215277.43,13.84,24,2025-10-31,2027-10-21,Active,41728.58,0
700463,105106,25,Gold,313624.89,8.57,60,2020-06-07,2025-05-12,Active,155023.01,0
700464,101268,27,Auto,936505.17,9.98,84,2023-09-21,2030-08-15,Prepaid,0.0,0
700465,106136,24,Personal,269086.54,9.8,48,2022-11-30,2026-11-09,Active,254449.29,0
700466,102111,4,Home,550428.62,9.28,60,2025-04-23,2030-03-28,Active,334180.34,0
700467,107302,27,Business,4108567.41,12.61,24,2022-10-31,2024-10-20,Active,3282639.98,0
700468,109974,15,Education,543143.58,7.05,36,2026-08-13,2029-07-28,Closed,0.0,0
700469,107597,23,Personal,112324.75,9.94,36,2023-11-18,2026-11-02,Active,75343.99,0
700470,100031,37,Auto,825637.37,9.15,48,2020-06-15,2024-05-25,Closed,0.0,0
700471,104721,24,Business,3041807.07,11.49,84,2021-05-01,2028-03-25,Active,2124418.54,0
700472,102657,34,Personal,210425.95,11.36,180,2020-06-23,2035-04-06,Default,75542.83,1
700473,102792,38,Personal,476517.79,12.88,60,2024-08-15,2029-07-20,Default,328643.2,1
700474,105589,30,Personal,266312.47,12.34,180,2023-02-26,2037-12-09,Active,196648.08,0
700475,106373,25,Personal,414116.21,13.18,24,2021-01-29,2023-01-19,Active,226318.52,0
700476,107238,10,Business,2393613.75,10.89,24,2021-02-02,2023-01-23,Closed,0.0,0
700477,104667,27,Personal,259632.57,10.42,36,2024-05-29,2027-05-14,Active,144971.43,0
700478,109827,12,Home,3411435.68,8.31,60,2022-01-01,2026-12-06,Active,3238917.96,0
700479,107131,38,Home,1790779.27,9.11,120,2022-12-21,2032-10-29,Active,1365832.37,0
700480,106715,15,Personal,406735.8,11.58,48,2023-07-20,2027-06-29,Active,356890.2,0
700481,107298,22,Gold,518790.13,8.79,60,2024-04-27,2029-04-01,Active,389344.32,0
700482,103200,38,Home,3698961.46,9.34,240,2026-07-22,2046-04-08,Closed,0.0,0
700483,109497,7,Gold,194431.43,11.94,36,2023-03-19,2026-03-03,Active,39987.7,0
700484,107219,25,Personal,141540.9,12.27,24,2021-08-23,2023-08-13,Closed,0.0,0
700485,102169,5,Gold,212513.71,9.49,36,2020-04-22,2023-04-07,Closed,0.0,0
700486,102909,8,Personal,481124.61,12.21,36,2024-05-01,2027-04-16,Prepaid,0.0,0
700487,101522,25,Auto,390841.83,7.66,84,2022-10-07,2029-08-31,Active,79588.88,0
700488,108695,16,Home,4825904.04,8.2,36,2025-09-04,2028-08-19,Active,2269638.29,0
700489,105880,28,Gold,193346.98,9.16,36,2023-09-17,2026-09-01,Active,84550.38,0
700490,101744,8,Personal,455949.33,14.69,60,2022-10-10,2027-09-14,Active,385893.18,0
700491,100065,39,Home,2901917.72,9.15,84,2021-03-02,2028-01-25,Closed,0.0,0
700492,100150,26,Home,4651764.07,9.02,24,2020-01-12,2022-01-01,Active,3866847.32,0
700493,102805,13,Gold,331906.13,8.81,36,2024-06-02,2027-05-18,Active,119431.81,0
700494,104257,27,Home,5003730.29,7.53,180,2026-08-09,2041-05-22,Active,2085668.24,0
700495,106328,6,Business,2860919.96,10.16,60,2020-09-15,2025-08-20,Active,2154028.65,0
700496,101806,10,Auto,1178784.07,9.72,24,2026-05-08,2028-04-27,Active,359602.18,0
700497,108997,34,Auto,814211.37,9.26,36,2020-05-04,2023-04-19,Closed,0.0,0
700498,106883,2,Auto,552210.8,12.07,36,2022-04-13,2025-03-28,Closed,0.0,0
700499,106345,18,Gold,355935.03,11.89,24,2020-09-08,2022-08-29,Active,188477.92,0
700500,109521,12,Personal,148185.63,12.42,84,2022-09-01,2029-07-26,Active,87707.41,0
700501,106071,25,Business,842477.17,11.45,48,2021-06-02,2025-05-12,Closed,0.0,0
700502,106280,15,Education,539551.33,10.06,60,2026-02-25,2031-01-30,Active,397520.43,0
700503,101186,15,Personal,134511.98,14.08,48,2021-06-15,2025-05-25,Prepaid,0.0,0
700504,102589,39,Personal,148319.71,8.4,180,2025-08-09,2040-05-22,Active,61618.48,0
700505,102203,2,Gold,546588.48,9.67,60,2025-02-26,2030-01-31,Active,186427.95,0
700506,103411,24,Education,335531.65,8.33,12,2023-01-10,2024-01-05,Active,282112.65,0
700507,103615,4,Home,847623.56,8.57,48,2023-12-26,2027-12-05,Active,348492.7,0
700508,107715,6,Personal,350255.62,12.61,24,2024-02-09,2026-01-29,Closed,0.0,0
700509,104649,16,Home,3047059.19,7.17,120,2025-01-30,2034-12-09,Closed,0.0,0
700510,100139,39,Business,1461008.52,11.53,48,2021-02-05,2025-01-15,Active,1179395.92,0
700511,107592,14,Personal,180221.25,13.88,60,2021-10-25,2026-09-29,Closed,0.0,0
700512,100857,22,Personal,293864.91,13.2,48,2021-01-19,2024-12-29,Active,170908.31,0
700513,107692,27,Gold,255296.83,11.98,36,2024-06-05,2027-05-21,Closed,0.0,0
700514,104834,27,Home,2099366.58,9.12,60,2022-06-28,2027-06-02,Active,1506963.79,0
700515,104318,36,Auto,859701.63,10.83,48,2021-11-23,2025-11-02,Active,707677.5,0
700516,108099,21,Education,405802.54,6.39,240,2023-09-19,2043-06-06,Default,74022.78,1
700517,104888,40,Home,2805917.83,6.44,120,2025-02-04,2034-12-14,Active,2570279.61,0
700518,103111,37,Business,684333.49,9.82,180,2026-09-15,2041-06-28,Active,639787.38,0
700519,104138,26,Business,2006219.7,11.05,36,2020-07-20,2023-07-05,Closed,0.0,0
700520,104050,14,Home,3824763.99,8.93,60,2023-09-23,2028-08-27,Active,1509061.42,0
700521,106386,15,Education,803501.1,5.5,180,2024-01-12,2038-10-25,Active,575314.73,0
700522,105893,30,Education,512764.38,9.85,12,2020-03-26,2021-03-21,Closed,0.0,0
700523,105668,35,Personal,320501.45,13.44,36,2024-09-27,2027-09-12,Active,280675.75,0
700524,107716,11,Home,3247049.31,9.58,36,2020-07-10,2023-06-25,Active,1707534.22,0
700525,107600,26,Home,4145185.48,11.98,36,2023-06-21,2026-06-05,Active,1284260.32,0
700526,101490,22,Home,922605.05,7.25,36,2022-10-14,2025-09-28,Active,324140.6,0
700527,106527,30,Personal,252148.07,12.05,60,2024-06-20,2029-05-25,Active,191175.91,0
700528,104435,30,Home,3302834.4,8.43,84,2022-08-12,2029-07-06,Active,1707223.92,0
700529,109016,15,Business,2365127.39,11.83,240,2021-11-27,2041-08-14,Prepaid,0.0,0
700530,103686,31,Auto,551371.12,9.52,48,2024-07-29,2028-07-08,Active,514658.77,0
700531,109461,22,Home,4051885.73,6.63,48,2022-10-11,2026-09-20,Active,3832024.73,0
700532,104502,31,Auto,2242777.6,11.04,48,2026-03-18,2030-02-25,Active,1341318.95,0
700533,105378,29,Personal,153748.71,13.97,60,2022-06-19,2027-05-24,Closed,0.0,0
700534,103991,39,Home,4339712.4,6.87,48,2024-07-06,2028-06-15,Closed,0.0,0
700535,109097,15,Home,2251238.17,10.03,48,2020-01-29,2024-01-08,Default,594166.62,1
700536,108216,37,Home,4194656.4,7.83,48,2025-07-29,2029-07-08,Active,3187163.57,0
700537,103882,15,Home,1902904.57,7.51,36,2025-10-15,2028-09-29,Active,1768636.73,0
700538,105263,3,Personal,429648.71,11.41,12,2025-04-08,2026-04-03,Active,370596.15,0
700539,107485,28,Auto,576206.05,7.54,84,2024-02-21,2031-01-15,Active,452664.7,0
700540,102189,34,Personal,435246.45,9.74,60,2022-10-28,2027-10-02,Default,287866.75,1
700541,104998,36,Personal,169186.18,12.71,180,2021-05-18,2036-02-29,Closed,0.0,0
700542,100450,4,Personal,782548.22,14.1,84,2021-09-02,2028-07-27,Active,688687.6,0
700543,106615,16,Education,275410.48,7.47,240,2023-08-06,2043-04-23,Closed,0.0,0
700544,109187,6,Business,1007342.38,11.28,120,2025-12-10,2035-10-19,Default,206503.7,1
700545,106323,18,Auto,775763.36,10.68,12,2021-11-05,2022-10-31,Closed,0.0,0
700546,107300,14,Business,1247205.31,10.21,60,2022-06-14,2027-05-19,Active,1028114.94,0
700547,100995,6,Personal,118472.75,14.83,60,2025-06-20,2030-05-25,Active,70650.87,0
